rmse,mae,mse,r2,mape,max_error,median_ae,std_residuals
1.9556304210139572,0.743030340336094,3.8244903435952273,0.7153708305266426,1.070214365301676,29.788490295410156,0.4933013916015625,1.9538526495738946
